Year,State,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,total number 
2013,Washington,6973742,20223,167,2072,2604,5829,11623,259139,58487,172227,28425,279362
2013,West Virginia,1853595,5657,62,367,700,653,4242,39929,9908,28055,1966,45586
2013,Wisconsin,5742953,16118,163,1308,1836,4834,9285,125694,24358,93946,7390,141812
2013,Wyoming,583223,1212,17,144,204,74,917,12809,1956,10275,578,14021
2014,Alabama,4849377,20727,276,1436,2005,4701,13745,154094,39715,104238,10141,351078
2014, Alaska,736732,4684,41,555,771,629,3243,20334,3150,15445,1739,25018
2014,Arizona,6731484,26916,319,2464,3378,6249,16970,215240,43562,154091,17587,242156
2014,Arkansas,2966369,14243,165,1182,1763,2050,10265,99018,24790,68627,5601,113261
2014,California,38802500,153709,1699,8398,11527,48680,91803,947192,202670,592670,151852,1100901
2014, Colorado,5355866,16554,151,2121,3039,3039,10325,135510,23472,99464,12574,152064
2014,Connecticut,3596677,8522,86,571,782,3159,4495,69070,11955,51005,6110,77592
2014,Delaware,935614,4576,54,249,386,1269,2867,27900,5768,20865,1267,32476
2014,Florida,19893297,107521,1149,6051,8563,24914,72895,679446,143220,493647,42579,786967
2014,Georgia,10097343,38097,580,2159,3048,12417,22052,331316,76428,228034,26854,369413
2014,Hawaii,1419561,3680,26,314,445,1107,2102,43297,7778,31640,3879,46977
2014,Idaho,1634464,3468,32,468,609,204,2623,30316,6428,22227,1661,33784
2014,Illinois,12880580,47663,685,3081,4159,15299,27520,267385,50008,199926,17451,315048
2014,Indiana,6596855,24099,330,1615,2186,6897,14686,174776,36893,124022,13861,198875
2014,Iowa,3107126,8497,60,828,1128,1045,6264,65056,14428,46477,4151,73553
2014,Kansas,2904021,10123,91,1075,1411,1362,7259,79431,15828,56697,6906,89554
2014,Kentucky,4413457,9340,160,883,1440,3336,4404,99166,23244,69604,6318,108506
2014,Louisiana,4649676,23934,477,992,1375,5695,16387,160824,38337,112596,9891,184758
2014,Maine,1330089,1700,21,360,485,304,890,26421,5030,20592,799,28121
2014,Maryland,5976407,26661,365,1144,1619,9544,15133,149859,28012,108745,13102,176520
2014,Massachusetts,6745408,26399,132,1629,2180,6036,18051,125267,24964,92043,8260,151666
2014,Michigan,9909877,42348,535,4049,6273,8021,27519,202547,44184,137206,21157,244895
2014,Minnesota,5457173,12505,88,1452,2001,3687,6729,125377,20773,96237,8367,137882
2014,Mississippi,2994079,8338,258,764,1058,2430,4592,87462,24352,58591,4519,95800
2014,Missouri,6063589,26856,403,1706,2379,5592,18482,176237,35258,124622,16357,203093
2014,Montana,1023579,3313,37,430,541,203,2532,25312,3595,19674,2043,28625
2014,Nebraska,1881503,5275,54,620,862,1043,3316,47479,7950,35074,4455,52754
2014,Nevada,2839099,18045,170,995,1357,5954,10564,74538,21927,42426,10185,92583
2014,New Hampshire,1326813,2602,12,458,594,537,1459,26041,4162,21022,857,28643
2014,New Jersey,8938175,23346,349,953,1274,10498,11225,154993,31710,111578,11705,178339
2014,New Mexico,2085572,12459,101,1071,1475,2086,8797,73877,18505,49082,6290,86336
2014,New York,19746227,75398,617,3918,5433,24045,45303,339282,50781,272765,15736,414680
2014,North Carolina,9943964,32767,510,1740,2420,8416,21421,285697,79373,192694,13630,318464
2014,North Dakota,739482,1960,22,276,358,173,1407,15605,2707,11384,1514,17565
2014,Ohio,11594163,33030,464,4097,5042,12753,14771,324528,78845,227668,18015,357558
2014,Oklahoma,3878051,15744,175,1277,1777,3048,10744,115982,29508,75891,10583,131726
2014,Oregon,3970239,9224,81,1052,1458,2093,5592,114305,17230,87526,9549,123529
2014,Pennsylvania,12787209,40164,614,2787,3827,13534,22189,247016,45720,188256,13040,287180
2014,Rhode Island,1055173,2313,25,253,361,529,1398,22935,4823,16279,1833,25248
2014,South Carolina,4832482,24052,311,1480,2068,3997,17676,167217,36721,117594,12902,191269
2014,South Dakota,853175,2786,20,413,470,200,2096,15902,2818,12077,1007,18688
2014,Tennessee,6549352,39848,371,1861,2531,7265,29681,200447,46642,141206,12599,240295
2014,Texas,26956958,109414,1184,8236,11393,31181,65656,813934,169234,576154,68546,923348
2014,Utah,2942902,6346,67,945,1454,1312,3513,84711,11518,65895,7298,91057
2014,Vermont,626562,622,10,99,110,70,432,9551,2034,7273,244,10173
2014,Virginia,8326289,16340,338,1432,2310,4292,9400,160720,23122,129933,7665,177060
2014,Washington,7061530,20136,174,2171,2695,5640,11627,261706,55290,175769,30647,281842
2014,West Virginia,1850326,5588,74,285,505,651,4358,37648,8973,26779,1896,43236
2014,Wisconsin,5757564,16714,165,1168,1674,5066,9809,120238,21216,89103,9919,136952
2014,Wyoming,584153,1142,16,126,174,53,899,11477,1689,9185,603,12619
"		",,,,,,,,,,,,,
